Lead ID,Signup Date,Channel,Campaign,Device,Region,Funnel Stage Reached,Days to Convert,Plan,Deal Value
LD3312,2024-05-24,Email Marketing,Promo Blast,Mobile,Europe,Lead,,,
LD7563,2024-12-04,Email Marketing,Promo Blast,Desktop,North America,SQL,,,
LD7446,2024-12-16,Email Marketing,Monthly Newsletter,Mobile,North America,MQL,,,
LD1057,2024-01-28,Organic Search,Landing Page SEO,Tablet,Europe,Lead,,,
LD2310,2024-03-22,Email Marketing,Monthly Newsletter,Desktop,Latin America,MQL,,,
LD1696,2024-02-04,Social Media,Instagram Ads,Mobile,North America,MQL,,,
LD5939,2024-10-08,Social Media,LinkedIn Ads,Desktop,North America,Lead,,,
LD2228,2024-03-21,Email Marketing,Monthly Newsletter,Desktop,Europe,MQL,,,
LD3000,2024-04-18,Direct,Direct / Type-in,Desktop,Asia Pacific,MQL,,,
LD1277,2024-01-15,Email Marketing,Monthly Newsletter,Desktop,North America,SQL,,,
LD4439,2024-07-19,Referral,Partner Program,Mobile,North America,MQL,,,
LD7215,2024-12-12,Paid Search,Google Ads - Brand,Mobile,Europe,Lead,,,
LD2834,2024-04-10,Email Marketing,Promo Blast,Desktop,North America,Lead,,,
LD6376,2024-11-22,Organic Search,Landing Page SEO,Mobile,North America,SQL,,,
LD1683,2024-02-12,Social Media,Instagram Ads,Desktop,Asia Pacific,Lead,,,
LD6133,2024-10-22,Referral,Partner Program,Desktop,Europe,SQL,,,
LD5907,2024-10-23,Social Media,Instagram Ads,Desktop,Latin America,MQL,,,
LD4693,2024-08-26,Social Media,LinkedIn Ads,Desktop,Asia Pacific,Lead,,,
LD2138,2024-03-04,Social Media,Instagram Ads,Desktop,Asia Pacific,Lead,,,
LD3768,2024-06-13,Social Media,Instagram Ads,Desktop,North America,Lead,,,
LD5539,2024-09-21,Referral,Affiliate Program,Mobile,North America,MQL,,,
LD5270,2024-09-02,Social Media,Facebook Ads,Tablet,Europe,Lead,,,
LD4872,2024-08-04,Email Marketing,Monthly Newsletter,Desktop,Europe,Lead,,,
LD2037,2024-03-07,Organic Search,Landing Page SEO,Tablet,North America,MQL,,,
LD4423,2024-07-11,Referral,Affiliate Program,Desktop,Europe,MQL,,,
LD6466,2024-11-06,Organic Search,Landing Page SEO,Mobile,Europe,Lead,,,
LD2347,2024-03-26,Referral,Partner Program,Desktop,Asia Pacific,MQL,,,
LD7570,2024-12-28,Email Marketing,Promo Blast,Desktop,Europe,MQL,,,
LD4795,2024-08-01,Email Marketing,Promo Blast,Mobile,Latin America,Customer,74.0,Pro,4144.62
LD3785,2024-06-20,Social Media,Facebook Ads,Desktop,Europe,MQL,,,
LD4793,2024-08-22,Email Marketing,Monthly Newsletter,Mobile,Europe,Lead,,,
LD3385,2024-05-19,Email Marketing,Monthly Newsletter,Mobile,North America,Lead,,,
LD3989,2024-06-02,Direct,Direct / Type-in,Mobile,Europe,Lead,,,
LD1116,2024-01-07,Paid Search,Google Ads - Brand,Mobile,North America,Lead,,,
LD5727,2024-10-09,Paid Search,Google Ads - Brand,Desktop,Europe,Lead,,,
LD7750,2024-12-20,Direct,Direct / Type-in,Desktop,Europe,Lead,,,
LD4120,2024-07-19,Organic Search,Blog SEO,Desktop,North America,Lead,,,
LD5140,2024-09-01,Paid Search,Google Ads - Brand,Desktop,Europe,Lead,,,
LD4821,2024-08-20,Email Marketing,Promo Blast,Desktop,North America,SQL,,,
LD5873,2024-10-02,Social Media,Instagram Ads,Desktop,Europe,MQL,,,
LD3820,2024-06-15,Email Marketing,Monthly Newsletter,Mobile,North America,SQL,,,
LD6606,2024-11-13,Social Media,LinkedIn Ads,Desktop,Europe,MQL,,,
LD7737,2024-12-15,Direct,Direct / Type-in,Desktop,Europe,SQL,,,
LD6647,2024-11-06,Social Media,Facebook Ads,Mobile,Europe,Lead,,,
LD6580,2024-11-13,Paid Search,Google Ads - Generic,Desktop,North America,Lead,,,
LD1082,2024-01-24,Organic Search,Landing Page SEO,Mobile,Europe,Lead,,,
LD4022,2024-06-16,Direct,Direct / Type-in,Desktop,Asia Pacific,SQL,,,
LD2973,2024-04-16,Direct,Direct / Type-in,Mobile,Europe,Customer,53.0,Pro,4197.61
LD2715,2024-04-21,Social Media,Facebook Ads,Mobile,Europe,MQL,,,
LD5351,2024-09-27,Email Marketing,Promo Blast,Desktop,Europe,Lead,,,
LD6103,2024-10-24,Email Marketing,Monthly Newsletter,Desktop,Europe,Lead,,,
LD4608,2024-08-08,Paid Search,Google Ads - Brand,Desktop,North America,Lead,,,
LD5376,2024-09-09,Email Marketing,Monthly Newsletter,Mobile,Europe,Lead,,,
LD2947,2024-04-19,Referral,Partner Program,Desktop,North America,Lead,,,
LD6438,2024-11-19,Organic Search,Landing Page SEO,Desktop,Asia Pacific,Lead,,,
LD5395,2024-09-27,Email Marketing,Promo Blast,Desktop,Asia Pacific,Lead,,,
LD5759,2024-10-05,Paid Search,Google Ads - Brand,Desktop,Europe,Lead,,,
LD2611,2024-04-05,Paid Search,Google Ads - Generic,Mobile,North America,Lead,,,
LD5709,2024-10-13,Organic Search,Blog SEO,Desktop,North America,Lead,,,
LD2252,2024-03-22,Email Marketing,Promo Blast,Desktop,North America,MQL,,,
LD4723,2024-08-18,Social Media,Facebook Ads,Tablet,North America,Lead,,,
LD4071,2024-07-26,Organic Search,Blog SEO,Desktop,Europe,Lead,,,
LD5129,2024-09-04,Paid Search,Google Ads - Generic,Desktop,North America,Lead,,,
LD7627,2024-12-24,Referral,Partner Program,Desktop,Latin America,Lead,,,
LD7573,2024-12-06,Email Marketing,Monthly Newsletter,Mobile,North America,MQL,,,
LD6230,2024-10-28,Referral,Affiliate Program,Desktop,Europe,Customer,74.0,Basic,1084.01
LD5970,2024-10-15,Email Marketing,Promo Blast,Desktop,North America,Lead,,,
LD1666,2024-02-28,Social Media,Instagram Ads,Mobile,Europe,SQL,,,
LD3195,2024-05-01,Paid Search,Google Ads - Brand,Desktop,Europe,Lead,,,
LD6224,2024-10-10,Referral,Partner Program,Mobile,Asia Pacific,Lead,,,
LD6772,2024-11-10,Email Marketing,Promo Blast,Desktop,Europe,Lead,,,
LD2018,2024-03-04,Organic Search,Landing Page SEO,Mobile,Europe,SQL,,,
LD1558,2024-02-08,Organic Search,Blog SEO,Mobile,Asia Pacific,MQL,,,
LD5468,2024-09-12,Referral,Partner Program,Mobile,Europe,MQL,,,
LD6329,2024-11-07,Organic Search,Landing Page SEO,Desktop,Europe,Lead,,,
LD2208,2024-03-24,Email Marketing,Promo Blast,Desktop,Europe,MQL,,,
LD6442,2024-11-02,Organic Search,Blog SEO,Desktop,North America,Lead,,,
LD4887,2024-08-20,Referral,Partner Program,Desktop,North America,Customer,37.0,Pro,2001.07
LD2511,2024-04-22,Organic Search,Blog SEO,Desktop,Europe,Lead,,,
LD4438,2024-07-13,Referral,Affiliate Program,Desktop,Asia Pacific,MQL,,,
LD6236,2024-10-15,Direct,Direct / Type-in,Desktop,North America,Lead,,,
LD4212,2024-07-22,Social Media,Instagram Ads,Desktop,Europe,Lead,,,
LD5621,2024-09-05,Direct,Direct / Type-in,Desktop,Asia Pacific,Lead,,,
LD5623,2024-10-22,Organic Search,Landing Page SEO,Mobile,North America,MQL,,,
LD1267,2024-01-23,Email Marketing,Monthly Newsletter,Mobile,Europe,Lead,,,
LD4478,2024-07-04,Direct,Direct / Type-in,Desktop,Europe,MQL,,,
LD2141,2024-03-16,Social Media,Facebook Ads,Mobile,Europe,Lead,,,
LD4163,2024-07-08,Paid Search,Google Ads - Generic,Mobile,North America,Lead,,,
LD3112,2024-05-25,Paid Search,Google Ads - Generic,Desktop,North America,Lead,,,
LD4790,2024-08-15,Email Marketing,Monthly Newsletter,Tablet,Europe,SQL,,,
LD2910,2024-04-18,Referral,Partner Program,Desktop,Asia Pacific,SQL,,,
LD5023,2024-09-20,Organic Search,Landing Page SEO,Desktop,Asia Pacific,MQL,,,
LD6788,2024-11-28,Email Marketing,Monthly Newsletter,Tablet,North America,MQL,,,
LD1657,2024-02-20,Social Media,Instagram Ads,Desktop,North America,Lead,,,
LD5563,2024-09-02,Direct,Direct / Type-in,Mobile,North America,Lead,,,
LD5794,2024-10-19,Paid Search,Google Ads - Generic,Desktop,North America,Lead,,,
LD5344,2024-09-04,Email Marketing,Promo Blast,Desktop,North America,MQL,,,
LD1999,2024-03-07,Organic Search,Landing Page SEO,Desktop,Europe,MQL,,,
LD6452,2024-11-18,Organic Search,Blog SEO,Mobile,Europe,MQL,,,
LD3835,2024-06-11,Email Marketing,Monthly Newsletter,Desktop,North America,Lead,,,
LD3810,2024-06-03,Email Marketing,Promo Blast,Mobile,Europe,SQL,,,
LD2785,2024-04-15,Email Marketing,Monthly Newsletter,Desktop,North America,SQL,,,
LD2238,2024-03-27,Email Marketing,Promo Blast,Desktop,North America,Lead,,,
LD6650,2024-11-01,Social Media,Facebook Ads,Desktop,Europe,Lead,,,
LD6179,2024-10-10,Referral,Partner Program,Mobile,Europe,SQL,,,
LD4863,2024-08-01,Email Marketing,Monthly Newsletter,Mobile,North America,MQL,,,
LD5509,2024-09-06,Referral,Partner Program,Desktop,Latin America,Customer,61.0,Pro,4213.79
LD7592,2024-12-04,Email Marketing,Monthly Newsletter,Tablet,North America,SQL,,,
LD7696,2024-12-04,Referral,Partner Program,Tablet,North America,Customer,9.0,Basic,749.71
LD3187,2024-05-13,Paid Search,Google Ads - Generic,Desktop,Europe,Lead,,,
LD3914,2024-06-16,Referral,Partner Program,Mobile,North America,MQL,,,
LD2135,2024-03-25,Social Media,Instagram Ads,Mobile,North America,Lead,,,
LD1909,2024-02-23,Direct,Direct / Type-in,Desktop,Asia Pacific,MQL,,,
LD7011,2024-11-23,Direct,Direct / Type-in,Desktop,North America,Lead,,,
LD2304,2024-03-23,Email Marketing,Promo Blast,Mobile,North America,SQL,,,
LD7328,2024-12-07,Social Media,Facebook Ads,Mobile,Asia Pacific,Lead,,,
LD2628,2024-04-02,Paid Search,Google Ads - Generic,Desktop,Asia Pacific,Lead,,,
LD2523,2024-04-07,Organic Search,Landing Page SEO,Desktop,Europe,MQL,,,
LD1836,2024-02-12,Referral,Affiliate Program,Mobile,Latin America,Lead,,,
LD1359,2024-01-24,Referral,Partner Program,Desktop,Asia Pacific,Lead,,,
LD1139,2024-01-10,Paid Search,Google Ads - Generic,Mobile,Europe,Lead,,,
LD1300,2024-01-21,Email Marketing,Monthly Newsletter,Desktop,Europe,MQL,,,
LD2557,2024-04-01,Organic Search,Landing Page SEO,Mobile,Europe,Customer,60.0,Pro,4653.49
LD2004,2024-03-25,Organic Search,Blog SEO,Desktop,North America,Lead,,,
LD1383,2024-01-11,Referral,Partner Program,Desktop,North America,Customer,40.0,Pro,3544.11
LD5679,2024-10-22,Organic Search,Blog SEO,Mobile,Asia Pacific,Lead,,,
LD6040,2024-10-09,Email Marketing,Promo Blast,Desktop,North America,MQL,,,
LD1762,2024-02-17,Email Marketing,Monthly Newsletter,Mobile,North America,SQL,,,
LD4939,2024-08-08,Referral,Affiliate Program,Desktop,Europe,SQL,,,
LD5923,2024-10-20,Social Media,LinkedIn Ads,Desktop,Europe,MQL,,,
LD4802,2024-08-27,Email Marketing,Promo Blast,Mobile,North America,Lead,,,
LD5016,2024-08-17,Direct,Direct / Type-in,Mobile,Europe,Lead,,,
LD4774,2024-08-04,Email Marketing,Monthly Newsletter,Desktop,North America,MQL,,,
LD6484,2024-11-23,Paid Search,Google Ads - Generic,Desktop,North America,Lead,,,
LD6560,2024-11-22,Paid Search,Google Ads - Brand,Desktop,Europe,MQL,,,
LD2403,2024-03-23,Referral,Affiliate Program,Desktop,Asia Pacific,Lead,,,
LD4740,2024-08-15,Social Media,Instagram Ads,Mobile,North America,SQL,,,
LD6825,2024-11-06,Email Marketing,Monthly Newsletter,Mobile,Europe,MQL,,,
LD3722,2024-06-27,Paid Search,Google Ads - Brand,Desktop,North America,Lead,,,
LD2933,2024-04-25,Referral,Partner Program,Mobile,Europe,Customer,75.0,Basic,1217.82
LD6607,2024-11-13,Social Media,Instagram Ads,Tablet,Europe,Lead,,,
LD7098,2024-12-22,Organic Search,Blog SEO,Mobile,Asia Pacific,Lead,,,
LD7131,2024-12-05,Organic Search,Blog SEO,Mobile,North America,MQL,,,
LD4733,2024-08-13,Social Media,Facebook Ads,Mobile,North America,MQL,,,
LD6401,2024-11-23,Organic Search,Blog SEO,Desktop,Europe,Lead,,,
LD4056,2024-07-03,Organic Search,Blog SEO,Mobile,Asia Pacific,Lead,,,
LD7035,2024-11-16,Direct,Direct / Type-in,Mobile,North America,MQL,,,
LD4647,2024-08-13,Paid Search,Google Ads - Generic,Desktop,North America,Lead,,,
LD5511,2024-09-21,Referral,Partner Program,Mobile,North America,SQL,,,
LD3686,2024-06-01,Paid Search,Google Ads - Brand,Mobile,North America,SQL,,,
LD4559,2024-08-12,Organic Search,Blog SEO,Desktop,North America,Lead,,,
LD1059,2024-01-01,Organic Search,Blog SEO,Mobile,North America,Lead,,,
LD1077,2024-01-23,Organic Search,Landing Page SEO,Desktop,North America,Lead,,,
LD1797,2024-02-15,Email Marketing,Promo Blast,Desktop,Europe,SQL,,,
LD3417,2024-05-18,Email Marketing,Monthly Newsletter,Desktop,Asia Pacific,Lead,,,
LD4843,2024-08-14,Email Marketing,Promo Blast,Tablet,North America,Lead,,,
LD5960,2024-10-03,Email Marketing,Monthly Newsletter,Mobile,Asia Pacific,Lead,,,
LD1786,2024-02-13,Email Marketing,Monthly Newsletter,Desktop,North America,MQL,,,
LD7366,2024-12-01,Social Media,Facebook Ads,Desktop,North America,Lead,,,
LD7606,2024-12-21,Referral,Partner Program,Desktop,Latin America,SQL,,,
LD4159,2024-07-19,Paid Search,Google Ads - Brand,Mobile,Europe,Lead,,,
LD4107,2024-07-13,Organic Search,Blog SEO,Mobile,Europe,MQL,,,
LD7637,2024-12-28,Referral,Partner Program,Desktop,Asia Pacific,SQL,,,
LD3218,2024-05-03,Social Media,Instagram Ads,Desktop,Europe,Lead,,,
LD4600,2024-08-12,Paid Search,Google Ads - Brand,Mobile,North America,Lead,,,
LD4408,2024-07-24,Referral,Partner Program,Mobile,Europe,MQL,,,
LD5897,2024-10-20,Social Media,LinkedIn Ads,Mobile,North America,Lead,,,
LD4923,2024-08-15,Referral,Partner Program,Desktop,North America,MQL,,,
LD5199,2024-09-11,Paid Search,Google Ads - Brand,Desktop,North America,MQL,,,
LD6235,2024-10-26,Direct,Direct / Type-in,Tablet,Asia Pacific,Lead,,,
LD1911,2024-02-24,Direct,Direct / Type-in,Desktop,North America,Lead,,,
LD3173,2024-05-16,Paid Search,Google Ads - Generic,Desktop,Asia Pacific,Lead,,,
LD2851,2024-04-13,Email Marketing,Promo Blast,Mobile,Europe,MQL,,,
LD3310,2024-05-15,Email Marketing,Promo Blast,Desktop,North America,SQL,,,
LD7348,2024-12-21,Social Media,Facebook Ads,Mobile,North America,MQL,,,
LD2258,2024-03-20,Email Marketing,Monthly Newsletter,Desktop,Europe,Lead,,,
LD3496,2024-05-16,Referral,Partner Program,Mobile,Europe,SQL,,,
LD6113,2024-10-27,Email Marketing,Promo Blast,Desktop,North America,MQL,,,
LD6713,2024-11-05,Email Marketing,Promo Blast,Mobile,Europe,MQL,,,
LD2179,2024-03-22,Social Media,Facebook Ads,Tablet,Asia Pacific,Lead,,,
LD7164,2024-12-16,Organic Search,Landing Page SEO,Desktop,Europe,Lead,,,
LD6548,2024-11-28,Paid Search,Google Ads - Generic,Desktop,Europe,MQL,,,
LD1443,2024-01-08,Direct,Direct / Type-in,Desktop,North America,MQL,,,
LD6199,2024-10-17,Referral,Affiliate Program,Mobile,Europe,Customer,49.0,Basic,1383.48
LD2400,2024-03-10,Referral,Partner Program,Desktop,Europe,Customer,15.0,Pro,3616.97
LD3974,2024-06-11,Referral,Partner Program,Desktop,Asia Pacific,Lead,,,
LD4862,2024-08-01,Email Marketing,Monthly Newsletter,Mobile,Asia Pacific,SQL,,,
LD4904,2024-08-07,Referral,Partner Program,Mobile,North America,Lead,,,
LD5164,2024-09-05,Paid Search,Google Ads - Brand,Desktop,North America,Customer,42.0,Basic,1366.33
LD7464,2024-12-04,Email Marketing,Promo Blast,Desktop,North America,MQL,,,
LD2055,2024-03-21,Paid Search,Google Ads - Generic,Mobile,Asia Pacific,Lead,,,
LD4451,2024-07-07,Direct,Direct / Type-in,Desktop,Asia Pacific,Lead,,,
LD4276,2024-07-13,Email Marketing,Promo Blast,Desktop,Latin America,Customer,38.0,Basic,1199.03
LD6200,2024-10-25,Referral,Affiliate Program,Tablet,North America,MQL,,,
LD4916,2024-08-17,Referral,Affiliate Program,Desktop,North America,MQL,,,
LD2416,2024-03-23,Direct,Direct / Type-in,Desktop,North America,SQL,,,
LD3373,2024-05-24,Email Marketing,Promo Blast,Desktop,North America,MQL,,,
LD5795,2024-10-06,Paid Search,Google Ads - Generic,Desktop,Asia Pacific,MQL,,,
LD5714,2024-10-05,Organic Search,Blog SEO,Mobile,North America,Lead,,,
LD4719,2024-08-18,Social Media,Instagram Ads,Desktop,North America,Lead,,,
LD6010,2024-10-21,Email Marketing,Monthly Newsletter,Desktop,North America,SQL,,,
LD5402,2024-09-19,Email Marketing,Monthly Newsletter,Desktop,North America,Lead,,,
LD6526,2024-11-16,Paid Search,Google Ads - Generic,Desktop,Europe,Lead,,,
LD2503,2024-04-28,Organic Search,Blog SEO,Mobile,Europe,Customer,68.0,Basic,644.82
LD6461,2024-11-03,Organic Search,Blog SEO,Desktop,North America,Lead,,,
LD6413,2024-11-13,Organic Search,Blog SEO,Mobile,North America,MQL,,,
LD7430,2024-12-23,Email Marketing,Monthly Newsletter,Desktop,Asia Pacific,Customer,22.0,Basic,808.92
LD3012,2024-04-26,Direct,Direct / Type-in,Tablet,North America,Lead,,,
LD7291,2024-12-08,Paid Search,Google Ads - Generic,Mobile,Asia Pacific,Customer,32.0,Basic,971.23
LD5606,2024-09-04,Direct,Direct / Type-in,Mobile,Asia Pacific,MQL,,,
LD4948,2024-08-09,Referral,Affiliate Program,Desktop,Europe,SQL,,,
LD7510,2024-12-27,Email Marketing,Monthly Newsletter,Desktop,North America,SQL,,,
LD5710,2024-10-13,Organic Search,Blog SEO,Desktop,Europe,Lead,,,
LD4265,2024-07-08,Social Media,Facebook Ads,Mobile,Latin America,MQL,,,
LD6683,2024-11-14,Social Media,Instagram Ads,Desktop,Europe,MQL,,,
LD6124,2024-10-01,Email Marketing,Promo Blast,Desktop,North America,SQL,,,
LD5271,2024-09-25,Social Media,LinkedIn Ads,Mobile,North America,Lead,,,
LD7472,2024-12-12,Email Marketing,Monthly Newsletter,Desktop,North America,MQL,,,
LD1007,2024-01-28,Organic Search,Landing Page SEO,Mobile,Europe,Customer,17.0,Pro,4532.69
LD3981,2024-06-08,Referral,Affiliate Program,Mobile,Asia Pacific,MQL,,,
LD3488,2024-05-09,Referral,Affiliate Program,Desktop,North America,SQL,,,
LD4362,2024-07-27,Email Marketing,Monthly Newsletter,Desktop,North America,MQL,,,
LD1679,2024-02-05,Social Media,Facebook Ads,Desktop,North America,MQL,,,
LD2944,2024-04-25,Referral,Partner Program,Desktop,Europe,MQL,,,
LD6695,2024-11-22,Email Marketing,Promo Blast,Mobile,Asia Pacific,MQL,,,
LD7241,2024-12-03,Paid Search,Google Ads - Generic,Mobile,North America,Lead,,,
LD6737,2024-11-27,Email Marketing,Promo Blast,Mobile,Asia Pacific,MQL,,,
LD6207,2024-10-26,Referral,Affiliate Program,Desktop,North America,SQL,,,
LD7238,2024-12-01,Paid Search,Google Ads - Brand,Desktop,North America,MQL,,,
LD3608,2024-06-11,Organic Search,Blog SEO,Mobile,Asia Pacific,Lead,,,
LD7179,2024-12-03,Organic Search,Landing Page SEO,Desktop,North America,Lead,,,
LD5337,2024-09-13,Email Marketing,Monthly Newsletter,Desktop,Europe,MQL,,,
LD7237,2024-12-18,Paid Search,Google Ads - Brand,Desktop,Europe,Lead,,,
LD7158,2024-12-01,Organic Search,Blog SEO,Desktop,North America,Lead,,,
LD2065,2024-03-21,Paid Search,Google Ads - Generic,Desktop,North America,Lead,,,
LD3895,2024-06-17,Email Marketing,Monthly Newsletter,Desktop,Asia Pacific,Lead,,,
LD5302,2024-09-16,Social Media,LinkedIn Ads,Desktop,North America,MQL,,,
LD5439,2024-09-24,Email Marketing,Monthly Newsletter,Mobile,North America,Lead,,,
LD3243,2024-05-19,Social Media,Instagram Ads,Tablet,Europe,Lead,,,
LD2475,2024-03-27,Direct,Direct / Type-in,Desktop,North America,MQL,,,
LD6028,2024-10-26,Email Marketing,Promo Blast,Mobile,Europe,SQL,,,
LD2890,2024-04-23,Referral,Partner Program,Desktop,Latin America,SQL,,,
LD4436,2024-07-15,Referral,Affiliate Program,Tablet,Europe,MQL,,,
LD5206,2024-09-22,Paid Search,Google Ads - Brand,Desktop,North America,MQL,,,
LD2054,2024-03-03,Paid Search,Google Ads - Brand,Desktop,North America,Lead,,,
LD3022,2024-05-06,Organic Search,Landing Page SEO,Desktop,North America,Lead,,,
LD6338,2024-11-16,Organic Search,Landing Page SEO,Mobile,North America,MQL,,,
LD6037,2024-10-19,Email Marketing,Promo Blast,Desktop,North America,MQL,,,
LD3659,2024-06-07,Paid Search,Google Ads - Generic,Mobile,Asia Pacific,MQL,,,
LD3468,2024-05-11,Referral,Affiliate Program,Mobile,Europe,Lead,,,
LD6912,2024-11-17,Referral,Affiliate Program,Mobile,Asia Pacific,MQL,,,
LD2131,2024-03-17,Paid Search,Google Ads - Generic,Desktop,Europe,MQL,,,
LD2462,2024-03-04,Direct,Direct / Type-in,Mobile,North America,SQL,,,
LD7112,2024-12-15,Organic Search,Landing Page SEO,Mobile,North America,MQL,,,
LD7139,2024-12-27,Organic Search,Blog SEO,Mobile,Europe,MQL,,,
LD4366,2024-07-05,Email Marketing,Promo Blast,Mobile,North America,SQL,,,
LD7739,2024-12-28,Direct,Direct / Type-in,Desktop,North America,Lead,,,
LD5145,2024-09-08,Paid Search,Google Ads - Brand,Desktop,Europe,MQL,,,
LD4351,2024-07-25,Email Marketing,Promo Blast,Desktop,North America,MQL,,,
LD3969,2024-06-25,Referral,Affiliate Program,Mobile,North America,MQL,,,
LD1223,2024-01-24,Social Media,Instagram Ads,Mobile,Europe,SQL,,,
LD7284,2024-12-22,Paid Search,Google Ads - Generic,Desktop,North America,Customer,23.0,Pro,4117.43
LD1049,2024-01-23,Organic Search,Landing Page SEO,Mobile,Latin America,Lead,,,
LD1574,2024-02-25,Paid Search,Google Ads - Generic,Mobile,Europe,SQL,,,
LD2237,2024-03-01,Email Marketing,Monthly Newsletter,Mobile,Europe,Lead,,,
LD6160,2024-10-03,Referral,Affiliate Program,Mobile,North America,MQL,,,
LD4034,2024-06-26,Direct,Direct / Type-in,Desktop,Europe,MQL,,,
LD7575,2024-12-13,Email Marketing,Monthly Newsletter,Desktop,North America,Lead,,,
LD4383,2024-07-24,Referral,Partner Program,Desktop,Asia Pacific,Customer,54.0,Pro,2084.67
LD7092,2024-11-20,Direct,Direct / Type-in,Desktop,North America,MQL,,,
LD3283,2024-05-11,Social Media,Facebook Ads,Tablet,Asia Pacific,Lead,,,
LD5594,2024-09-26,Direct,Direct / Type-in,Mobile,Europe,Lead,,,
LD1268,2024-01-03,Email Marketing,Monthly Newsletter,Desktop,Asia Pacific,MQL,,,
LD2105,2024-03-20,Paid Search,Google Ads - Brand,Desktop,Asia Pacific,Customer,51.0,Basic,862.57
LD3306,2024-05-15,Email Marketing,Promo Blast,Mobile,North America,Customer,29.0,Enterprise,10826.78
LD6969,2024-11-09,Referral,Affiliate Program,Mobile,North America,Lead,,,
LD6769,2024-11-23,Email Marketing,Monthly Newsletter,Desktop,Europe,Lead,,,
LD2936,2024-04-02,Referral,Partner Program,Desktop,North America,MQL,,,
LD1387,2024-01-06,Referral,Partner Program,Desktop,Asia Pacific,MQL,,,
LD2702,2024-04-08,Social Media,Facebook Ads,Mobile,North America,SQL,,,
LD2629,2024-04-05,Paid Search,Google Ads - Generic,Desktop,Asia Pacific,Lead,,,
LD6284,2024-10-28,Direct,Direct / Type-in,Desktop,Latin America,Lead,,,
LD3715,2024-06-26,Paid Search,Google Ads - Brand,Desktop,Europe,MQL,,,
LD7704,2024-12-18,Referral,Affiliate Program,Desktop,Europe,MQL,,,
LD6831,2024-11-20,Email Marketing,Promo Blast,Desktop,Europe,MQL,,,
LD6932,2024-11-19,Referral,Partner Program,Desktop,Asia Pacific,Customer,74.0,Basic,1429.09
LD2564,2024-04-10,Paid Search,Google Ads - Generic,Desktop,North America,Lead,,,
LD5989,2024-10-04,Email Marketing,Promo Blast,Mobile,North America,Customer,7.0,Pro,4149.96
LD3761,2024-06-17,Social Media,LinkedIn Ads,Desktop,Europe,Lead,,,
LD4190,2024-07-26,Paid Search,Google Ads - Brand,Desktop,Europe,MQL,,,
LD5450,2024-09-25,Referral,Affiliate Program,Desktop,Latin America,SQL,,,
LD1210,2024-01-14,Social Media,LinkedIn Ads,Desktop,North America,Lead,,,
LD1910,2024-02-20,Direct,Direct / Type-in,Mobile,Europe,Lead,,,
LD2290,2024-03-15,Email Marketing,Monthly Newsletter,Desktop,Europe,MQL,,,
LD6121,2024-10-20,Email Marketing,Monthly Newsletter,Tablet,North America,Lead,,,
LD2867,2024-04-10,Email Marketing,Promo Blast,Desktop,Europe,Lead,,,
LD2843,2024-04-21,Email Marketing,Promo Blast,Desktop,North America,Lead,,,
LD3498,2024-05-14,Referral,Partner Program,Desktop,North America,MQL,,,
LD6739,2024-11-04,Email Marketing,Monthly Newsletter,Mobile,North America,Lead,,,
LD1105,2024-01-15,Paid Search,Google Ads - Brand,Desktop,Europe,Lead,,,
LD1959,2024-03-02,Organic Search,Blog SEO,Mobile,Asia Pacific,MQL,,,
LD2794,2024-04-18,Email Marketing,Monthly Newsletter,Desktop,Asia Pacific,SQL,,,
LD3089,2024-05-01,Organic Search,Blog SEO,Mobile,North America,MQL,,,
LD3703,2024-06-27,Paid Search,Google Ads - Generic,Desktop,Latin America,MQL,,,
LD7773,2024-12-26,Direct,Direct / Type-in,Desktop,Asia Pacific,MQL,,,
LD1332,2024-01-08,Email Marketing,Promo Blast,Mobile,Europe,Lead,,,
LD6869,2024-11-10,Email Marketing,Promo Blast,Mobile,Europe,Lead,,,
LD7032,2024-11-01,Direct,Direct / Type-in,Mobile,North America,SQL,,,
LD5678,2024-10-12,Organic Search,Landing Page SEO,Mobile,Asia Pacific,Lead,,,
LD3460,2024-05-21,Referral,Partner Program,Desktop,North America,MQL,,,
LD2775,2024-04-16,Email Marketing,Promo Blast,Tablet,North America,Customer,52.0,Basic,833.74
LD5768,2024-10-19,Paid Search,Google Ads - Generic,Mobile,North America,MQL,,,
LD5916,2024-10-06,Social Media,Instagram Ads,Desktop,Europe,MQL,,,
LD6447,2024-11-14,Organic Search,Blog SEO,Mobile,Asia Pacific,MQL,,,
LD3687,2024-06-11,Paid Search,Google Ads - Brand,Desktop,Europe,Lead,,,
LD6507,2024-11-23,Paid Search,Google Ads - Brand,Desktop,North America,MQL,,,
LD5306,2024-09-22,Email Marketing,Promo Blast,Tablet,North America,Lead,,,
LD5640,2024-10-25,Organic Search,Landing Page SEO,Mobile,Europe,Lead,,,
LD3898,2024-06-24,Email Marketing,Monthly Newsletter,Desktop,North America,Lead,,,
LD4627,2024-08-20,Paid Search,Google Ads - Generic,Desktop,Europe,SQL,,,
LD2711,2024-04-19,Social Media,Instagram Ads,Desktop,Europe,Lead,,,
LD6181,2024-10-26,Referral,Affiliate Program,Desktop,North America,Lead,,,
LD3479,2024-05-27,Referral,Affiliate Program,Desktop,North America,Lead,,,
LD5831,2024-10-21,Paid Search,Google Ads - Brand,Desktop,Asia Pacific,Lead,,,
